"Station","DateTime","Temperature High","Temperature Low","Wind Speed High","Wind Speed Low","Wind Gust High","Wind Gust Low","Wind Direction","Precipitation","Dew Point","Humidity","Pressure","Condition"
"KLAX","2024-03-31T00:00","50","50","13","13","21","21","ENE","0.0","46","87","29.63","Cloudy"
"KLAX","2024-03-31T00:15","50","50","13","13","21","21","ENE","0.0","46","87","29.63","Cloudy"
"KLAX","2024-03-31T00:30","50","50","13","13","21","21","ENE","0.0","46","87","29.63","Cloudy"
"KLAX","2024-03-31T00:45","50","50","13","13","21","21","ENE","0.0","46","87","29.63","Cloudy"
"KLAX","2024-03-31T02:00","50","50","10","10","0","0","E","0.0","47","89","29.63","Cloudy"
"KLAX","2024-03-31T02:15","50","50","10","10","0","0","E","0.0","47","89","29.63","Cloudy"
"KLAX","2024-03-31T02:30","50","50","10","10","0","0","E","0.0","47","89","29.63","Cloudy"
"KLAX","2024-03-31T02:45","50","50","10","10","0","0","E","0.0","47","89","29.63","Cloudy"
"KLAX","2024-03-31T03:00","50","50","13","13","0","0","E","0.0","47","89","29.62","Mostly Cloudy"
"KLAX","2024-03-31T03:15","50","50","13","13","0","0","E","0.0","47","89","29.62","Mostly Cloudy"
"KLAX","2024-03-31T03:30","50","50","13","13","0","0","E","0.0","47","89","29.62","Mostly Cloudy"
"KLAX","2024-03-31T03:45","50","50","13","13","0","0","E","0.0","47","89","29.62","Mostly Cloudy"
"KLAX","2024-03-31T04:00","50","50","17","17","0","0","E","0.0","46","86","29.61","Mostly Cloudy"
"KLAX","2024-03-31T04:15","50","50","17","17","0","0","E","0.0","46","86","29.61","Mostly Cloudy"
"KLAX","2024-03-31T04:30","50","50","17","17","0","0","E","0.0","46","86","29.61","Mostly Cloudy"
"KLAX","2024-03-31T04:45","50","50","17","17","0","0","E","0.0","46","86","29.61","Mostly Cloudy"
"KLAX","2024-03-31T05:00","50","50","9","9","0","0","E","0.0","48","93","29.61","Light Rain"
"KLAX","2024-03-31T05:15","50","50","9","9","0","0","E","0.0","48","93","29.61","Light Rain"
"KLAX","2024-03-31T05:30","50","50","9","9","0","0","E","0.0","48","93","29.61","Light Rain"
"KLAX","2024-03-31T05:45","50","50","9","9","0","0","E","0.0","48","93","29.61","Light Rain"
"KLAX","2024-03-31T06:00","50","50","13","13","0","0","ENE","0.0","48","93","29.62","Cloudy"
"KLAX","2024-03-31T06:15","50","50","13","13","0","0","ENE","0.0","48","93","29.62","Cloudy"
"KLAX","2024-03-31T06:30","50","50","13","13","0","0","ENE","0.0","48","93","29.62","Cloudy"
"KLAX","2024-03-31T06:45","50","50","13","13","0","0","ENE","0.0","48","93","29.62","Cloudy"
"KLAX","2024-03-31T07:00","49","49","9","9","0","0","E","0.0","47","93","29.64","Mostly Cloudy"
"KLAX","2024-03-31T07:15","49","49","9","9","0","0","E","0.0","47","93","29.64","Mostly Cloudy"
"KLAX","2024-03-31T07:30","49","49","9","9","0","0","E","0.0","47","93","29.64","Mostly Cloudy"
"KLAX","2024-03-31T07:45","49","49","9","9","0","0","E","0.0","47","93","29.64","Mostly Cloudy"
"KLAX","2024-03-31T08:00","50","50","10","10","22","22","E","0.0","47","89","29.66","Mostly Cloudy"
"KLAX","2024-03-31T08:15","50","50","10","10","22","22","E","0.0","47","89","29.66","Mostly Cloudy"
"KLAX","2024-03-31T08:30","50","50","10","10","22","22","E","0.0","47","89","29.66","Mostly Cloudy"
"KLAX","2024-03-31T08:45","50","50","10","10","22","22","E","0.0","47","89","29.66","Mostly Cloudy"
"KLAX","2024-03-31T09:00","52","52","14","14","22","22","E","0.0","48","86","29.67","Mostly Cloudy"
"KLAX","2024-03-31T09:15","52","52","14","14","22","22","E","0.0","48","86","29.67","Mostly Cloudy"
"KLAX","2024-03-31T09:30","52","52","14","14","22","22","E","0.0","48","86","29.67","Mostly Cloudy"
"KLAX","2024-03-31T09:45","52","52","14","14","22","22","E","0.0","48","86","29.67","Mostly Cloudy"
"KLAX","2024-03-31T10:00","55","55","13","13","0","0","E","0.0","48","77","29.68","Mostly Cloudy"
"KLAX","2024-03-31T10:15","55","55","13","13","0","0","E","0.0","48","77","29.68","Mostly Cloudy"
"KLAX","2024-03-31T10:30","55","55","13","13","0","0","E","0.0","48","77","29.68","Mostly Cloudy"
"KLAX","2024-03-31T10:45","55","55","13","13","0","0","E","0.0","48","77","29.68","Mostly Cloudy"
"KLAX","2024-03-31T11:00","58","58","18","18","24","24","E","0.0","49","72","29.69","Mostly Cloudy"
"KLAX","2024-03-31T11:15","58","58","18","18","24","24","E","0.0","49","72","29.69","Mostly Cloudy"
"KLAX","2024-03-31T11:30","58","58","18","18","24","24","E","0.0","49","72","29.69","Mostly Cloudy"
"KLAX","2024-03-31T11:45","58","58","18","18","24","24","E","0.0","49","72","29.69","Mostly Cloudy"
"KLAX","2024-03-31T12:00","60","60","14","14","0","0","E","0.0","49","67","29.69","Mostly Cloudy"
"KLAX","2024-03-31T12:15","60","60","14","14","0","0","E","0.0","49","67","29.69","Mostly Cloudy"
"KLAX","2024-03-31T12:30","60","60","14","14","0","0","E","0.0","49","67","29.69","Mostly Cloudy"
"KLAX","2024-03-31T12:45","60","60","14","14","0","0","E","0.0","49","67","29.69","Mostly Cloudy"
"KLAX","2024-03-31T13:00","59","59","15","15","0","0","E","0.0","50","72","29.68","Mostly Cloudy"
"KLAX","2024-03-31T13:15","59","59","15","15","0","0","E","0.0","50","72","29.68","Mostly Cloudy"
"KLAX","2024-03-31T13:30","59","59","15","15","0","0","E","0.0","50","72","29.68","Mostly Cloudy"
"KLAX","2024-03-31T13:45","59","59","15","15","0","0","E","0.0","50","72","29.68","Mostly Cloudy"
"KLAX","2024-03-31T14:00","61","61","16","16","0","0","SE","0.0","49","64","29.67","Mostly Cloudy"
"KLAX","2024-03-31T14:15","61","61","16","16","0","0","SE","0.0","49","64","29.67","Mostly Cloudy"
"KLAX","2024-03-31T14:30","61","61","16","16","0","0","SE","0.0","49","64","29.67","Mostly Cloudy"
"KLAX","2024-03-31T14:45","61","61","16","16","0","0","SE","0.0","49","64","29.67","Mostly Cloudy"
"KLAX","2024-03-31T15:00","60","60","12","12","0","0","SE","0.0","45","57","29.64","Partly Cloudy"
"KLAX","2024-03-31T15:15","60","60","12","12","0","0","SE","0.0","45","57","29.64","Partly Cloudy"
"KLAX","2024-03-31T15:30","60","60","12","12","0","0","SE","0.0","45","57","29.64","Partly Cloudy"
"KLAX","2024-03-31T15:45","60","60","12","12","0","0","SE","0.0","45","57","29.64","Partly Cloudy"
"KLAX","2024-03-31T16:00","61","61","12","12","20","20","SE","0.0","47","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T16:15","61","61","12","12","20","20","SE","0.0","47","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T16:30","61","61","12","12","20","20","SE","0.0","47","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T16:45","61","61","12","12","20","20","SE","0.0","47","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T17:00","61","61","13","13","0","0","ESE","0.0","46","58","29.63","Partly Cloudy"
"KLAX","2024-03-31T17:15","61","61","13","13","0","0","ESE","0.0","46","58","29.63","Partly Cloudy"
"KLAX","2024-03-31T17:30","61","61","13","13","0","0","ESE","0.0","46","58","29.63","Partly Cloudy"
"KLAX","2024-03-31T17:45","61","61","13","13","0","0","ESE","0.0","46","58","29.63","Partly Cloudy"
"KLAX","2024-03-31T18:00","59","59","9","9","25","25","E","0.0","45","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T18:15","59","59","9","9","25","25","E","0.0","45","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T18:30","59","59","9","9","25","25","E","0.0","45","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T18:45","59","59","9","9","25","25","E","0.0","45","60","29.64","Partly Cloudy"
"KLAX","2024-03-31T19:00","57","57","9","9","0","0","ESE","0.0","44","62","29.63","Partly Cloudy"
"KLAX","2024-03-31T19:15","57","57","9","9","0","0","ESE","0.0","44","62","29.63","Partly Cloudy"
"KLAX","2024-03-31T19:30","57","57","9","9","0","0","ESE","0.0","44","62","29.63","Partly Cloudy"
"KLAX","2024-03-31T19:45","57","57","9","9","0","0","ESE","0.0","44","62","29.63","Partly Cloudy"
"KLAX","2024-03-31T20:00","55","55","7","7","0","0","E","0.0","44","67","29.65","Fair"
"KLAX","2024-03-31T20:15","55","55","7","7","0","0","E","0.0","44","67","29.65","Fair"
"KLAX","2024-03-31T20:30","55","55","7","7","0","0","E","0.0","44","67","29.65","Fair"
"KLAX","2024-03-31T20:45","55","55","7","7","0","0","E","0.0","44","67","29.65","Fair"
"KLAX","2024-03-31T21:00","55","55","0","0","0","0","","0.0","44","67","29.67","Fair"
"KLAX","2024-03-31T21:15","55","55","0","0","0","0","","0.0","44","67","29.67","Fair"
"KLAX","2024-03-31T21:30","55","55","0","0","0","0","","0.0","44","67","29.67","Fair"
"KLAX","2024-03-31T21:45","55","55","0","0","0","0","","0.0","44","67","29.67","Fair"
"KLAX","2024-03-31T22:00","56","56","7","7","0","0","VAR","0.0","47","72","29.68","Fair"
"KLAX","2024-03-31T22:15","56","56","7","7","0","0","VAR","0.0","47","72","29.68","Fair"
"KLAX","2024-03-31T22:30","56","56","7","7","0","0","VAR","0.0","47","72","29.68","Fair"
"KLAX","2024-03-31T22:45","56","56","7","7","0","0","VAR","0.0","47","72","29.68","Fair"
"KLAX","2024-03-31T23:00","56","56","7","7","0","0","VAR","0.0","47","72","29.69","Fair"
"KLAX","2024-03-31T23:15","56","56","7","7","0","0","VAR","0.0","47","72","29.69","Fair"
"KLAX","2024-03-31T23:30","56","56","7","7","0","0","VAR","0.0","47","72","29.69","Fair"
"KLAX","2024-03-31T23:45","56","56","7","7","0","0","VAR","0.0","47","72","29.69","Fair"
"KLAX","2024-04-01T00:00","56","56","6","6","0","0","VAR","0.0","48","75","29.69","Mostly Cloudy"
"KLAX","2024-04-01T00:15","56","56","6","6","0","0","VAR","0.0","48","75","29.69","Mostly Cloudy"
"KLAX","2024-04-01T00:30","56","56","6","6","0","0","VAR","0.0","48","75","29.69","Mostly Cloudy"
"KLAX","2024-04-01T00:45","56","56","6","6","0","0","VAR","0.0","48","75","29.69","Mostly Cloudy"
"KLAX","2024-04-01T01:00","50","50","14","14","0","0","ENE","0.0","47","89","29.63","Cloudy"
"KLAX","2024-04-01T01:15","50","50","14","14","0","0","ENE","0.0","47","89","29.63","Cloudy"
"KLAX","2024-04-01T01:30","50","50","14","14","0","0","ENE","0.0","47","89","29.63","Cloudy"
"KLAX","2024-04-01T01:45","50","50","14","14","0","0","ENE","0.0","47","89","29.63","Cloudy"
